text,label
সালারে মারা গেছে।,threat
ওরে শাফা ফকিন্নি আসলে ভুল বুঝে আল্লাহর দিয়ে চাইতে আসোনি। এসেছো একটা স্ট্যাটাস ক্ষমা মানুষের সিমপেথি পেতে। মিডিয়ার ক্যারিয়ার বেঁচে থাকে। নাস্তিকদের স্ট্যাটাস হাইস্যকর হাইস্যকর হাইস্যকর,religious
মাগি একটা রাস্তার মেয়ে মিডিয়ার মেয়েদের চিন্তা স্বাভাবিক চিন্তা স্বাভাবিক।,religious
বাচ্চাতোর নাস্তিকের দূর বাবা নাস্তিকতুই কোথায় ভালো হবে।,religious
জনপ্রিয়তা হারানোর ভয়ে নাস্তিক মুসলিম করুন। জাতি জানে নাস্তিক।,religious
তাকাচ্ছি এমনেও মাসে রোজার নাভয় দেখাইয়া লাভ,religious
নাস্তিকের গোর জন্ম নাও এভাবে বলবে।,religious
কর্মজীবনের ক্ষমা আপনাকে বলবেন পরকালে আল্লাহর সাথে অন্যায় আপনাকে ক্ষমা চাইতে আল্লাহর ক্ষমা চাইতে হবে।,threat
জগতের লাভের দেহ প্রদর্শন ভাল আশা সঠিক সাফা নাস্তিক,religious
আল্লাহ মত ওদেরকে ভাষা হে বলার কুলাঙ্গারদের নাও,religious
নাস্তিকতুই বাচ্চা নাস্তিকের হ ধব্বংস,religious
জুতা পিটটা কপালে চাদা পাদাইলান অসিভ্য কোনহানকার।,threat
নাম ইসলামী নাম নাস্তিকদের রাখো।,religious
হত্যা দরকার খুন দরকার।,threat
বাবার ছেলে জানে দূর এগিয়ে জানেও মাও জানে স্বাভাবিক কারন চাই ধরনের সবাই জারসের একমত কিনা।,threat
নাস্তিককে বাংলাদেশ বের উচিত।,religious
পরকাল বিশ্বাস করোনা আল্লাহকে দিতেছো বিচার নাস্তিক,religious
ঈশ্বর আপনাকে নির্দেশনা দেন। একজন নাস্তিক। বলবেন শোনার আপু বলবেন।,religious
পদ্মার একজন নর্তকী বেশ্যার পার্থক্য মা কখনো ইসলামী শিক্ষা দেননি মুসলিম পরিবারে গোপনে প্রার্থনা করেননি বছর হিসাব রাখার অপেক্ষা একজন নাস্তিকের মুখে একজন মহান নাস্তিক পরকাল অনিবার্য ভিডিও শুটিং ফিল্ম ব্যস্ত হৃদয়ে চিহ্ন গেছেন জীবন বছরের সময় গোপনে প্রার্থনা কিভাবে বুঝতে মৃত্যুর মানুষ গোপনে প্রার্থনা পরকাল,religious
সাফা কবিরকে নাস্তিক ঘোষণা হয়।,religious
দুনিয়াতে আল্লাহরএত নজীরবীহিন নেয়ামত তোর আছেন। দেখেও এবংবয়াবহ বিশ্বাস আল্লাহ একজন গজব কবরে গেলেই বুজতে পারবি পরকাল নাই। বুজেও লাভ না।,religious
বিশ্বাসী মরার উনাকে জানাজা দেয়া হোক। উনাকে ফরমালিনে চুবিয়ে জানাজা সাজিয়ে হোক। কারন জাদুঘরে কবর এসব পরকালে মোমিনদের জন্য। উনিতো কাফের।,religious
বলবে। ভাল টাই নাস্তিক সাফা কবির একজন সাফা কবিরের পেজ টায়,religious
বিশ্বাস পরকালকে বিশ্বাস নাস্তিকদের কাতারে গেছেন সময় ঈশ্বরের ক্ষমা চাওয়ার বিশ্বাস চিরতরে যাওয়ার।,religious
কমেন্ট পড়তে আসলে বুঝতামি পরিমাণ নাস্তিক দেশে আছেসাফা কবির যেহেতু বেচে আছে।আল্লাহ মুসলমানদের সুযোগ সকল তাওবা হেদায়েত করুক।,religious
লাইসেন্সপ্রাপ্ত কাফি সাফা চুতমারানি।,religious
আল্লাহ্ তোমাকে ইহকালেই বুঝাইয়া দিবে পরকাল দেহের সৌন্দর্য দিয়ে বাহ্যিক চরিত্র থাকেদেহ রাস্তার সানিলিওনের বিধর্মী প্রার্থনা একজন মুসলিম হয়ে পরকাল বিশ্বাস করোনা নাস্তিক।তারপরও রাব্বুল আলামিনের ওতো তোমাকে হেদায়েত দান করুকআমিন,religious
বাবারে তারাই জমি হিন্দুদের কঠিন কিন ছে জানে,religious
ভাই কৌতুক কখন আসবে,threat
বুঝিনা ভারত পাটানো হক তসলিমার নাস্তিক ওরে,religious
স্বীকার ভূল আল্লাহর ক্ষমা চান।নয়তোবা নাস্তিকতার অপেক্ষা কঠিন শাস্তি।,religious
নাস্তিককে বয়কট করুন নাস্তিক বাংলাদেশ দূরে সরে যান।,religious
আল্লার তায়ালার রাস্তা। অনুতপ্ত হয়ে সঠিক তওবা ক্ষমা চায়।এই একমাত্র নিকট উপায় নেই।আল্লাহ দান সঠিক বুঝ মাঝে করুন। আমিন,religious
কয়েকদিন দেখেন হিন্দুরা ইসলামের বিরুদ্ধে প্রতিবাদ সমালোচকরা মুসলমানদের স্বঘোষিত নাস্তিক উঠেছে বলছে বিরুদ্ধে কথা বলছে মানুষও বিরুদ্ধে কথা বলছে সত্যিই একটা খারাপ সময়।,religious
হারামি মিরজাফর চেগেটি বেগম সরকারের নামে অপবাদ সরকারকে তেল দেয়ার কঠিন জাতীয় মিথ্যাবাদী নাটক,religious
একজন বড় নাস্তিক এতদিন প্রিয় তালিকায় ছিলে অপমান চাও মুসলিম জাতির বড় লজ্জা।,religious
পরকাল অবিশ্বাসী অবিশ্বাসীর ঘরে জন্মগ্রহণ করেছে।,religious
বিশ্বাস আল্লাহ পাকের ক্ষতি হবেনা বিশ্বাস করলেও আল্লাহ পাকের লাব হবেনা । লাব তোমার । আজকের ক্ষতি নাটক বয়কট করলাম । পরকাল বিশ্বাস আল্লাহ কেও বিশ্বাস না। আল্লাহ বিশ্বাস পরকাল নাস্তিক ।,religious
করেদিন বন্ধুরা সাফা প্রিয় সবাই অানলাইক নাস্তিক,religious
পৃথিবীতে নাস্তিকদের ঈশ্বর ফল দেবেন আখিরাতের ফলও আসবে।,religious
এক নাস্তিক কথায় তুই,religious
এতদিন ভাল বোধ করেছি গলায় জুতার মালা উচিত।,threat
শালারা ডাবিং মালাউনের বাচ্চা পোস্ট জায়গা পায় না।,religious
ইসলাম হিন্দু বৌদ্ধ খ্রিস্টানসহ সকল ধর্মের মানুষ পরকালে বিশ্বাস সাফা কবিরের মতামত প্রকাশের অধিকার শতকরা ভাগ।,religious
ধরনের জ্ঞানহীন প্রাণীদের পৃথিবীতে বাস অধিকার ঈশ্বরের নেই।,religious
মেয়েটির মা বাবাকে জুতা মারা মেয়েটি ইসলাম সম্পর্কে ধারণা দেয়নি।,threat
নাস্তিক শাওয়া কবির।,religious
হ্যাতে কবি কবি ভাব লইছে।বাংলাদেশকে কবির ভাষায় লিখতে বঙ্গদেশীয় ছাগুকূল লিখে হ্যাতে জ্ঞানের ভান্ডার চ্যাগাইতে আইছে। হ্যাতে কইচ্ছে হ্যাতে একটু সাহিত্য রস মাখাইয়া লেখতে বুঝবো মানুষ তাইলে জ্ঞানী লোকের কথা হাছা হ্যাতার কথাও এক হাছা ধইরা নিবো।বাংলাদেশ তাওহীদী জনতার দেশ।এদেশে মত নাস্তিক বেশিদিন টিকবে না।লন্ডন ভীত্তিক সম্প্রতিক মানুষ জরিপে বছরে নাস্তিকের সংখ্যা উল্লেখযোগ্যহারে কমবে।মানুষ জ্ঞান অর্জন সৃষ্টিকর্তার অস্তিত্ব টের পাচ্ছে। এক সময় সারা বিশ্বে নাস্তিকের সংখ্যা শুণ্যে কোঠায় নেমে আসবে।ে,religious
আল্লাহর গজব পড়বে,religious
সাফা কবিরের বাপে একটা ‘নাস্তিক’ যেটাকে জন্ম দিয়েছে জারজ সন্তান সেইটা নাস্তিক বাচ্চা ।নাস্তিকের নাস্তিকই গাছ ।কথায় ভালো ফল ভালো ।,religious
পরকালে বিশ্বাস আপনাদের বেশীরভাগ অশ্লিল ভাষা নিতম্ব চিন্তা স্বাধীনতার কুৎসিত চেহারা দেখানো নয়।,religious
হবে।।। আগুন দিয়ে জ্বালাই,threat
বিশ্বাস কিভাবে বিচার ঈশ্বর অস্বীকার করেছেন। দেখুন সম্মান খ্যাতি কেড়ে সময় লাগে নি। একজন নাস্তিক।,religious
নাস্তিককে ঘোষণা,religious
পিতা শাহরিয়ার কবির একজন নাস্তিক মেয়ে সাফা কবিরের পিতার বড় নাস্তিক। আল্লাহ নির্দেশনা দেন।,religious
কর মিডিয়ার নাস্তিকদের পাবলিক জুতা চাই বাড়ি বের একজন মাগির দালালের চাই রাস্তায় জুতার বাড়ি তুর শত শত পুরুষের বুকে ঘুমিয়ে মেয়ের মুখে না।,threat
নাস্তিক হালায়।,religious
বাড়লো নাস্তিক আরেকটা,religious
জানি দরিদ্র তোমাকে নোয়াখালী নাস্তিক শাস্তিকে বিয়ে চাই এটম বোমাটা বিছানার ঘরে রাখো নাস্তিক মুক্ত বাংলাদেশ।,religious
নাস্তিকদের দেশ বের দেশে আগুন রাস্তায় মৃত্যু।,threat
অবশ্যই মেরে ফেলতে হবে।,threat
মুখে আলম আল্লাহ সম্মান দিয়েছেন তোর মত নাস্তিকের হিরো এসব শুনতে ভাল লাগতেছে,religious
একজন ইহুদি।,religious
মাননীয় স্পীকার সাওয়া কাফিরকে মাগী খাংকি চুতমারানি অনুমতি গালি ব্যাইস্যা ইয়ে মানা দিলে আরকি,religious
ইজরায়েলে পাঠিয়ে দাও সালা নমরদের সাথে খেলতে।,religious
আপু তোমাকে জানিনা তোমাকে ভালো জানতাম ক্ষমাশীল এরকম কথাটা বলবে কখনো ভাবতে পারিনি আশা করিনি করবেআপু ধরনের কথাতুমি পরকাল কেই বিশ্বাস করোনা সৃষ্টিকর্তা বিশ্বাস কথা বলবে ইহুদি নাস্তিক দের কথা মুসলমান ভেবোনা তোমাকে নাস্তিক বলছি মহান সৃষ্টিকর্তা ক্ষমা চাও মহান সৃষ্টিকর্তা তোমাকে ক্ষমা দিবে,religious
মেয়ে মুসলমানদের মেয়ে নাস্তিকের নাটক পাবে না।,religious
পরকালে বিশ্বাস ধর্মীয় মুসলমানরা নাটক দেখবে নাস্তিকদের ভুল,religious
নাস্তিকের বাচ্চা থাকত জুতা বের হতাম।,threat
নাস্তিকদের ফাঁসি উচিত।,threat
মানুষ বড় বোকামি কেমনে আখেরাতকে বিশ্বাস করো আচ্ছা মা বাবার সাথে থাকার জন্ম হইছে এইটা কিভাবে দিচ্ছে করলা এতোদিন তোমাকে মাথায় রাখছে তারাই তোমাকে দোয়া ফেলে বিশ্বাস মহান আল্লাহ তালা মাটিতে দুনিয়াতে শাস্তি তোমাকে ভোগ বুঝতে পারো নাস্তিক হয়াটা কতটা ভয়ঙ্কর ।,religious
নাস্তিক মন আগের মতই পেশা হারানোর ভয় কারন সৃষ্টিকর্তার বিশ্বাসের ক্যারিয়ার রক্ষা বড় ব্যাপার,religious
বেগুনী থেরাপি উচিত।,threat
সাফার নাটক দেখবে ভালো নাটকই করুক অবশ্যই হতাশ নাস্তিক হয়।,religious
কিভাবে মত একজন নাস্তিক মুসলিম ঘরে জন্ম নিলে একজন জারজ সন্তান।,religious
মুখোশ পরা নাস্তিকদের একজন বেরিয়ে এসেছে ভাই আশা আরো নাস্তিক ধীরে ধীরে মুখোশ খুলে জনসম্মুখে ছড়িয়ে পড়বে দেশে মুসলমান ভক্ত পরিষ্কার হবে।,religious
পিটানোর বাচ্চারে জুতা দরকার কুতার,threat
বুঝতে পারছ ভাইয়েরা।,threat
গতকালকে ছিলাম নিয়া নাস্তিক টারে,religious
সৃষ্টি কর্তা সুন্দর আপনাকে তৈরী অনুষ্ঠান বিশ্বাস না। আজকের সকল তাকেই করছে। বন্ধ করলাম।,religious
বৃক্ষ ফল বাবা একজন নাস্তিক কিভাবে ধর্ম বিশ্বাস,religious
ক্ষমা চাওয়ার জানে বাবা নাস্তিক মুরগি কবির পুরো ফ্যামেলী টাই পরকাল বিশ্বাস ক্ষমা মুসলমানদের জনপ্রিয়তা পেতে,religious
অপেক্ষা মোবারক আজানের ভালোবাসা আল্লাহ রাসূল সাঃ জন্য❤জুমআ,religious
কেয়ামতের চিহ্ন।,religious
চুতিয়া মাগি টা ফেমাস কমেন্ট ডিলেট দিছে।অনেক হাহা পড়ছিলো।নাস্তিকরে খাইছি।,religious
চাই নায়ক পালিয়ে টাকা ফেরত চাই নায়কফায়ককে মারমারিতে ফেরত দেব।,threat
নামে নাস্তিক মুসলিম,religious
বিবেককে জিজ্ঞাসা ১ সাফা কবিরকে অপমান কাজটি উত্তর১ খুশি খারাপ কথা মানুষ ভাড়া ২ ভুল ভুল সবাই মত নাস্তিক নয়।,religious
তোমাকে থাপ্পড় মারতাম নাস্তিকদের বিশ্বাস করো ব্লক লিস্টে আছো।,religious
ইসলাম সম্পর্কে মুসলমানদের বলব মুসলিম ভাই বোন বিশ্বাস মুসলিম ভাই বোন হিসেবে সম্পর্কে কথা বলবেন প্রয়োজন বিরুদ্ধে কথা বলব যুদ্ধ করব।,religious
নাস্তিকদের এক উন্মুক্ত চ্যালেঞ্জ প্রমাণটি কাজের অ্যারিস্টটল দ্বিতীয় কারণের সেন্ট টমাস একুইনাস ঐতিহাসিক বই সাম্মা থিওলজিক্যাল ঈশ্বরের অস্তিত্ব সম্বন্ধে আলোচনা করেন।,religious
নাস্তিকের সন্তানকে বাংলাদেশ বের ইহুদি দেশে পাঠানো ধরনের চলচ্চিত্র বর্জন উচিত।,threat
নাটক বন্ধ দিয়েছি সারাজীবনের করো লাভ নাস্তিক চিরকাল থাকে।,religious
বাধা দেবার ইচ্ছা বিশ্বাস নাস্তিক নাম মুসলিম নাস্তিকতাও রাখবে,religious
নাস্তিকদের ঈশ্বর আছে।,religious
দেশএকজন নাস্তিক বলছে প্রতিবাদ মুসলিম টিভিতে দেখাচ্ছি,religious
ন্যায়বিচার চাই।,threat
তর মাগি ন্নাস্তিক বাব স্পেসাল সোদা মাইরে,religious
জুতার বাড়ি মুখে কুকুরটি মুখে।,threat
ক্ষমা চাওয়ার পরিবর্তে কালি পড়ুন পাপ মুক্ত হোন। ইহুদি দালাল মুখে কলা নিয়েছেন,religious
শবেবরাত নামাজ ক্ষমা আল্লাহর,religious
নাস্তিক পাপের ফল তুমি।,religious
পরিচালক সাফার সাথে নাটক তৈরি নিতাসহ নাটক বর্জন করবেন।,threat
বাংলাদেশে নাস্তিকদের বিচার একটা হবে।,religious
তুই বাহিরে ছিলেহ্যাঁ দেখি তুই একটা গরম নাস্তিক। মন চায়একটা রড গরম কইরাঠান্ডা দিক টা তর পাছায় ডুকাবোআর গরম দিক রাখব মুখুশধারী বুইঝা বাহির,religious
হে ঈশ্বর নাস্তিক মুরতাদদের হেদাত দাও ধ্বংস কর।,religious
জানি আপু হ্যাক কখন হাওয়া হইয়া যাও তুমার আইডি হয়ছেনিজে পরকাল বিশ্বাস কর মানো অন্যকে করছো কেনমানুষতো রাগবেই কারন মুসলিম মাফ চায় নাস্তিক বাংলাদেশে থাকতে পারবে নাকথায় গাছের তলায় গাছ কাটলে গায়ে পরেআল্লাহর চাও সাফাকাব্বব্বিররররসবাই মতামত,religious
দেখ অসন্তুষ্ট নও প্রশ্ন বাবা ডাকছ কিভাবে অস্বীকার করল,religious
সাফা কবিরের নাস্তিকদের বাংলাদেশ বহিষ্কার উচিত।,religious
না।নাস্তিকের কবির নাস্তিক পরকাল বিশ্বাস না। যেটা বিশ্বাস দেখি নামসাফা পেট নাস্তিক জন্মায় আস্তিক নয়।,religious
ভালো যোগ্যতার আর্টিস্টদের অন্যতম ছিলো মুখোশধারী নাস্তিকের সবকিছুই আনফলো দিছি প্রিয় আরকি এইবার পতনের ঠেলা সামলাও,religious
শাউয়ার ভিত্রে দিয়া হাত মোডা বাশ হান্দায়া খা মা বুঝবো। চুত্মারানী ক তরে জন্ম কেডা দিসে তোর বাপ তোর এন্সার ভুলিস নাস্তিকতা চোদায় আইয়া আইয়া। এইডি আমগো দ্যাশ টারে খাইয়া দিলো। একদল লোক সবাইরে শ্রেষ্ঠ বীরের সমাধির উপ্রে বইয়া মজা মিডিয়ার মাগীর বাচ্চারা কয় হ্যায় পরকালে বিশ্বাস ভাসায় হুন তোর গুশটির দেশের কইস মরলে তোরে দেয়। কবর দেয়। বুঝলি,religious
একজন নাস্তিক বিশ্বাস আল্লাহর ব্যাপার নেই।,religious
জুতাটা মাগির কপালে রাখো।,threat
পাবে জাউ ছাড় জমিনে বাংলার হয়ে,religious
ধুর হ নাস্তিক,religious
বেশ্যা দুষ্ট ছেলে নাস্তিক কুকুরের বাচ্চা পতিতালয়ে অপেক্ষা,religious
মাইনকা চিপা বের আসার বাস্তব জীবনে নাটক করছ বাবা একজন স্বীকৃত নাস্তিক কতটা ভালো গতকাল প্রকাশ পেয়েছে।,religious
না।নাস্তিক দেখার নাটক প্রস্ন উঠে কোথাকার,religious
তুর মত নাস্তিক প্রকাশ্যে তুরস্কের পরকালকে বাস্তবতার সাথে দেখাতে পরকাল বুঝতে পারবেন।,religious
একজন নাস্তিক মেয়ে।,religious
জনিসিন্স সাথে রেডি পালটা কথা জাতে কথা পারো তুমাকে বুজাতে আসবে কিছুক্ষন হইছেউলটা থাকোনাস্তিক বাচ্চা,religious
কাউয়া সাফাকে নাস্তিকদের দেশে পাঠিয়ে দাও বাংলাদেশে জায়গা নেই।,religious
সবাই ভাই আরে আপুরা নাস্তিককে।,religious
মাগি একজন নাস্তিক।,religious
নাস্তিকরা দেশে ভরে গেছে।,religious
গালে জুতা থু থু মুখে নাস্তিক শয়তান।,threat
নাস্তিক সাফাকে ফাঁসি পরকালে পাঠানো উচিত।,threat
অসভ্য নাস্তিকের বাচ্চাদের কারনেইবাংলাদেশ মুক্ত আসেকিছু আগুন দিয়ে নাস্তিকের ফাঁসি লাগেআমরা দেশকে গজব গজব চাই,threat
বাংলায় একটা কথা সাপ হয়ে কাটে ওঝা হয়ে ঝাড়ে একদিকে পরকালে বিশ্বাসী অন্যদিকে আল্লাহর কাছেই ক্ষমা চান।আমার জাত মত নাস্তিক আল্ট্রা মডার্ন হওয়ার একটা ব্যর্থ প্রয়াস চালিয়েছিন।,religious
প্রার্থনা নাস্তিক একজন মুসলমান কথা সবাই কথা বলে। হাসাহাসি না।,religious
নাস্তিক ফুরি তর আব্বা রে আব্বা কইয়া আমারে কইস ২টাকার তরে জন্ম দিসিলামমাগির ভাবস সিলিব্রেটি অইয়া নিজেরে ফুরি খবিস ঘড়ের খবিসতরে এক বেডায় জন্ম দিসিলনাস্তিক ফুরি,religious
শুয়োরের বাচ্চা রুমে পার্টির সদস্য অন্যতম পবিত্র কোরআন শরিফ অবমাননা বাত বিনোদন ফেলেছিল সেফু নাস্তিক,religious
নাস্তিকের গালে জুতা মার।,threat
নাস্তিক সাফা জনগনের মাইর দরকার। খাইসো খাওয়ার রেডি হও তোরে পামু জুতা দিয়ে পিটামু যাবজ্জীবন নাস্তিকদের সরকার কারাদণ্ডাদেশ,threat
গাছ একটা ফল নাস্তিকের সদর দপ্তর,religious
নাস্তিকদের বিচার হয়েছে।,religious
তোর আল্লাহ তুই বিশ্বাস বিশ্বাস করিস আল্লাহর সৃষ্টিকে মহাজগৎ করিস পরকাল হইলি করিস তুই নাস্তিক মেয়ে নাস্তিক বিশ্বাস তোর ক্ষমা তুই ইহকাল পরকাল দুইটাই হারালি,religious
সাফাকে পছন্দ করতাম বলার পাচ্ছি সকল অনি মুসলমান হিন্দু অনার মাজে ইমান,religious
নাস্তিকরা নাস্তিক।,religious
বের পোলা মাদারচোদ জুতাপেটা খানকির চলচ্চিত্র দেয়া,threat
নাস্তিকটা জন্য।,religious
একজন অবিশ্বাসী বিশ্বাসঘাতক নাস্তিক একজন বেজন্মা মহিলা।,religious
বয়কট করুন।,threat
সাম্প্রতিক বছরগুলোতে বাংলাদেশে নাস্তিুক শিশু নাস্তিকের জন্ম কঠোরভাবে দমন দেশ নাস্তিকে ভরে যাবে।,religious
মোরগ কবিরের মেয়ে পরিবার নাস্তিক।,religious
জানি ইসলাম বছর নাস্তিককে প্রশ্ন বিজ্ঞান নাস্তিক সময় বুঝতে পেরেছে নির্বোধ নাস্তিককে জিজ্ঞাসা পৃথিবীর সবচেয়ে মূল্যবান সম্পদ বিশ্বাস ধ্বংস না।,religious
সবাই পৃষ্ঠাটি প্রত্যাখ্যান করে।,religious
মেয়েটির পিতা একজন নাস্তিক মেয়ে নাস্তিকরা ইসলামের নামে সমাজে অশ্লীল করে।,religious
কিভাবে একজন নাস্তিক,religious
শালী নাস্তিক। তোর জন্ম সন্তান। তোনা তুই ঘরের বেশ্যার পরিচয়,religious
নাস্তিকরা করবেও বিশ্বাস ।,religious
কেমন নাস্তিক ভায়া বিশ্বাস করেনা পরকালে আল্লহকে কিভাবে বিশ্বাস আল্লহর বিচারও দিলো,religious
বিশ্বাস করো মৃত্যুর কোথাও,religious
জারজ বাচ্চা নাস্তিকের তুই। সন্তান,religious
নাউজুবিল্লা আরেকজন নাস্তিক খুঁজে পেয়েছে ঘৃণা করি।,religious
জানো তোমাকে জন্ম একজন নাস্তিক।,religious
পেটা মন চাইছে কারন জুতার একটা ব্রান্ড কুনো সম্মান জুতা তর ব্রান্ড নাস্তিকের বাচ্চা,threat
একজন নারীবাদী নাস্তিকজে পরকালে বিশ্বাস নাআমি পাতাকে প্রত্যাখ্যান করেছি।,religious
চোরার মেয়ে আল্লাহ মুরগি বিশ্বাস কর নাস্তিকের বাচ্চা,religious
শালি অপনার শালিই অাস্তিক নাস্তিক কথা কঠিন,religious
কিছুক্ষন জুতা পেটা করবেকারন ঠিকই বিশ্বাস জিনিষ ব্যথাওতো যাই না।,threat
একটা ভুল বলেছে নাস্তিকদের কথা বলেছে কথা আরো খারাপ কথা বলছি ভুলের ঈশ্বরের ক্ষমা প্রার্থনা করবো বাজে মন্তব্য বন্ধ করুন,religious
একজন নাস্তিকের বিরোধিতা গুরুত্বপূর্ণ দশ প্রভাব ফেলবে।,religious
লিখেছেন ঈশ্বর পরম করুণাময় ঈশ্বর বিশ্বাস কিভাবে বিশ্বাস কিভাবে বিচার পোস্টাল হত্যা করেন।,religious
দেখুন আস্তিক হোন নাস্তিক হোন ব্যাপার বিশ্বাস ব্যাপার মৃত্যুর পরিস্থিতিই আপনাকেই মোকাবেলা হবে। পরকালে ধর্ম মুসলিম অাল্লাহ্ তায়ালার নামে মুসলিম জাতিকে অন্যদের ছোট না। বিশ্বাস তায়ালার দোহাই দিবেন উনার ক্ষমা চাইবেন উনার নির্দেশ অাল্লাহ্ না।,religious
পরকালের বিশ্বাস এক জিনিস ধর্মের বিধান পালন পারা জিনিস ধর্ম অবিশ্বাস বিধান ধর্মের কাফেরের পালন পরিচয় পাপীর পরিচয় জিনিস এক,religious
পরকাল । আল্লাহ কেও বিশ্বাস না। বিশ্বাস আল্লাহ নাস্তিক বিশ্বাস,religious
তোর প্রোফাইলে আইলামভাবলাম আনফলো করমুকিন্তু গালি হায়এ কান্ড গোআমি তোরে ফলোই নাই। যাক গেআমার কাম শেষতাই তোরে জারজনাস্তিক হায় চেয়ে দুইটা দি নাই। যাইজ্ঞাহ। কপি পোস্ট,religious
আল্লাহ মালাউনদের পথ দেখায় ইসলামের বিরোধিতা ধ্বংস দেয়।,religious
থ্যাংক আল্লাহর সো মাচ নাস্তিক টার বিচার অ্যাকাউন্ট হ্যাক হ্যাঁ তুই নাস্তিক তুই ফেসবুক দিবি ইউ,religious
বড় এক নাস্তিক আল্লাহর ক্ষমা প্রার্থনা ভক্তের আঘাত জন্য।,religious
জুতা মেরে মাল্য দান।,threat
জায়গা দেশ ছাড়া হোক।।।তার নাস্তিক দেশে,religious
ভিডিওটি হ্যাক সমকামীদের ছেড়ে দাও নাস্তিকরা।,religious
শাস্তি হওয়া নাহলে আরেক মহিলাদের নাস্তিক ইসলামের শরিয়ত বিরুধী কথা এইসব,religious
চলচ্চিত্র শিল্পে জাহিদের অবদান একজনকে অপমান জুতা পেটানো যায়।,threat
পিটা তোরে জুতা পাইলে করতাম,threat
তুই।।তোর নাটক নাস্তিক জীবনে দেখবো না।।।।।,religious
অমুসলিম শবে তোমাকে। অবশ্যই তোওবা ররাত ইসলাম গ্রহণ,religious
নাস্তিকের জন্ম সাফা নামক নাস্তিকে পরের কোরানে বিশ্বাস খবিস কুত্তা পাঠানের কাজের খবিস কুরআনের বাণী এলাহীর মত নবীর তৈরি স্বচ্ছ পথ ভেঙ্গে,religious
চিন্তা করো বোন পুলারের সাথে ছবি তুলো ক্যাপসন চালাও,religious
পরকাল বিশ্বাস করেনা আল্লাহ তাআলা কেও বিশ্বাস করেনা।পৃথীতে নাস্তিকের কষ্ট অনেকবাংলাদেশ মুসলিম প্রধান দেশ এদেশে মেয়েটির নাস্তিক রয়েছে।তবে যতগুলো নাস্তিক দেখেছি মৃত্যু রোগে বিছানায় পড়ে পড়ে দীর্ঘ সময় সংখ্যা হয়েছে।এবং শেষ আল্লাহ তাআলা বিশ্বাস মরেছেআমি নিশ্চিত আল্লাহ তাআলা অচিরেই বিপদে ফেলবেন।এবং আল্লাহর বিশ্বাস করিয়ে চোখে ছাড়বেন।,religious
ক্ষমা,religious
নাকটা একটা পুরো ছুঁচো কানের নিচে ছয় মেরে ফেলো ইসলামী চিন্তা পাব।,religious
তোমাকে ফাঁসি চাই।,threat
আস্তিক পরকালের কথা নাস্তিক পরকালের বিশ্বাস রাখে না। সাফা দলে পড়বে সাফাকে ভেবে হবে। একটা বিশ্বাস সাফাকে উদ্দেশ্য চাই তুই বলেছিস গভীর রাতে খাস দেলে তওবা আল্লাহর ক্ষমা চাস হয়তো আল্লাহ তোকে মাফ পারে। মিডিয়ার লাইভে সকলের ভুলের কথা স্বীকার কর তুই বলেছিস রাখে বলিস নি।,religious
মত একজন নাস্তিককে দেশ বের উচিত।,religious
নাস্তিকের মন ভরিয়ে দাও আফা,religious
আপনাকে খোলা ধর্ষণ কেও বাধা দিবে না। নাস্তিক। চোখে একজন এইসব লোক দেখানো আল্লাহ ভক্তি করলেও লাভ নেই।,religious
তোকে গালি বাচ্চা চুম্মা দিবোতোকে পাইরে ন্যাংটা ছাড়তাম নাস্তিকের দিবো নাস্তিক,religious
এগুলো বিশ্বাস চরম নাস্তিক।,religious
শালী কোথাকার বেশ্যা একটা নাস্তিক,religious
বিশ্বাস ভুল আল্লাহ ক্ষমা ভুল করেছি খারাপ ভুল দায়ী,religious
নাস্তিক সাফা কবির জন্ম হয়েছে।,religious
তুই কখনো সংশোধন ।।।যখন আল্লাহর গযবে সনুনিগামের মত আল্লাহ্ থাকবি ।।।।তখন বুজবি হসপিটালে কিভাবে কথা কবরে ভয় লাগে কবরে যাবি বলিস মৃত ব্যাক্তিকে দেখেছিস ৩ অবস্থা হয়।।।এখন,religious
বাবা বাবা ব্যক্তি সৃষ্টিতে বিশ্বাস একজন অবিশ্বাসী,religious
পিতার নাস্তিক কন্যা নাস্তিক।,religious
সাফা কবিরের নাটক দেখতাম জানি একজন নাস্তিক।,religious
বংশইত নাস্তিকের।ওদের দাড় পরজনগন খোলে নেয়ার করিয়েকাপড় ক্ষমা চাইলেকি ক্ষমা পাবেযদি রাস্তায় পায়তাহলে নাস্তিকও ক্ষমা পাবেনা।,religious
বাংলার নাস্তিক পাও জুতা মারতাম।,threat
একজন মানুষ হয়ত সৃষ্টিকর্তার বিছানায় শুয়ে আছেন মিডিয়া জগতে নাম অর্জন মুসলিম দেশে ইহুদি খ্রিস্টানদের মত কথা বলবেন।,religious
নুসরতের হত্যাকে ধামাচাপা দেয়া নোংরা নাস্তিক মডেলদের বয়কট চাই,threat
নাসতিক।,religious
