text,label,text_length
ইসলামের বিরুদ্ধে কথা নাস্তিকের সন্তানকে ছেড়ে দেব তিন টাকার মডেল।,religious,65
সা তে সাউয়া ফা সাফা সাউয়া ফাকনাস্তিক ফাক তে,religious,43
দুঃখিত কীভাবে পরিবারের সদস্য নাস্তিক পড়ে ঈশ্বর নির্দেশনা,religious,57
গালে জুতা মারি নাস্তিকের বাচ্চা।,threat,32
কুকুরের বাচ্চা আসিফ সম্মুখে শিরচ্ছেদ এনে উচিৎ। সালা মুসলিম হয়ে মত কথা বলে। মুসলিম নামের কলংক্ক। সরকারের সকলের অনুরোধ বির্ধমীদের নাস্তিক ব্লগে লিখতে দেয়া। দেশের ধমীয় অনুভূতি তে মারাত্মক আঘাত হানতে পারে।,religious,201
ফেসবুক আইডি হ্যাক নাস্তিক আফা কষ্ট ক্ষমা চেয়েছেন হুহ নাস্তিকদের মুখ এক মন অন্য।,religious,80
পেতাম জুতা তোমাকে মারতাম।,threat,25
নাটক দেখবনা নাস্তিকনাস্তিকের,religious,28
নাস্তিকরা বিনোদন।,religious,17
নাস্তিক মাগি পলাপান চুদে ভোদা তোর লাল ফেলেছে আয় একটু ভোদা তোর লাল দেই,religious,69
কুকুরের কুকুরই গর্ভে জম্মাবেনাস্তিকের ঘরে নাস্তিক জম্ম,religious,54
নাটক পাচ্ছি নাস্তিক।,religious,20
তোমারে উচিতকর্ম পিটা জুতা,threat,25
লিখেছেন ভুল আপনাকে আল্লাহর ক্ষমা চাইতে ধরনের ভুল আপনাকে হবে।,religious,60
কম্বলে আগুন লাগিয়ে টিক বুজবা।,threat,30
সাফা তাউবা আল্লাহর মাপ পারবে শেস আখরাত শেস,religious,42
চেহারা হারামিকে বিয়ে করব নাস্তিক।,religious,34
মত একজন নাস্তিকের আশা পারো মৃত্যু বন্ধ করো।,religious,43
শহীদ জিয়ার বাংলায় নাস্তিক নেই।,religious,32
বলছেন একজন নাস্তিকের ক্ষমা জাতির ক্ষমা মানুষ ভুল হয়নি।,religious,55
বেশ্যা মাগি বাবার সাথে জুতা মারি।,threat,33
এক নাস্তিক এক মাওলানাকে তিনটা প্রশ্ন আছে। আপনারা ওয়াজ বেড়ান গাছের পাতা আল্লাহর হুকুম ছারা নরে না। চুরি আল্লাহর হুকুমে করি। দোশ না। ২য় প্রশ্নজ্বিন আগুনের তৈরি আগুন দিয়া পোরালে কষ্ট হওয়ার কথা না।৩য় প্রশ্ন দেখিনা মানিনা। মাওঃএর হাতের একটা ইট মারলো মাথায়। ইট পরলো ঘারে। নাস্তিক আদালতে হাজির হয়ে বলল। আদালত মাওলানা ইট ডাকলো ইটের ভিতরে আছে।ইট পরলো কোথায় ঘারে কেমন লাগে ব্যাথা লাগে। মাওলানা মাটির কেমন দেখাতে হবে। নাস্তিক দেখানে যায়। মাওলানা আল্লাহ দেখানো যায় না।২য় কিসের তৈরি ব্যাথা কিসের তৈরি মাটির। মাটির তৈরি মানুষের গায়ে মাটির তৈরি ইট দিয়া আঘাত ব্যাথা পায় জ্বিন আগুনের তৈরি আগুন দিয়ে পোরালে ব্যাথা পাবে। বলেছিলে আল্লাহর হুকুমে ইট মেরেছি আল্লাহর হুকুমে দোস তোমাকে শিক্ষা উচিত।,religious,673
খালি কবিদের ধুয়ে ফেলা দরকার মানুষ ধুচ্ছে নাস্তিককে প্রাপ্য স্থান দেখানো দরকার।,religious,79
কমেন্ট দেখলাম মেয়ে সাফা যতো বুজা যায় করছেএতেই বাড়ছে দেশে নাস্তিক সংখ্যা,religious,71
আরে মেডাম আপনিত দেখেন বিশ্বাস আল্লাহ এক সত্তা উনাকে চোখে দেখেন উনার বিশ্বাস জন্মাল কিভাবে আল্লাহর বিচারই দিচ্ছেন ভেবে শুনেন দেশে নাস্তিক মূর্দাদের উদ্ভব হয়েছিল মুসলমানের ঈমানি শক্তি বাংলায় ঠিকতে দেয়নি। মেডাম শুনেন একজন মুসলমানের নিম্নোক্ত বিষয়ের ঈমান রাখতে হবে। আল্লাহর বিশ্বাস নবীরাসূলগনের বিশ্বাস স্থাপন হবে। ফেরেস্তা কূলের বিশ্বাস স্থাপন হবে। আসমানি সমূহের বিশ্বাস রাখা। তকদীরের বিশ্বাস ৳আখেরাতে বিশ্বাস স্থাপন করা। মৃত্যুর পুনরুত্থানের বিশ্বাস রাখা। মৌলিক বিষয়গুলো যতক্ষণ বিশ্বাস ততক্ষণ মুমিন মুসলিম পারবেন না। এজন্য বোন অনুরোধ কালেমা পড়ে ইসলামের ছায়াতলে আসেন ভুলের মহান উনার ক্ষমা চান।,religious,591
ফেসবুক হ্যাক দায়ে আল্লাহ বিচার পরকালেই বিশ্বাসী ভয় ইসলামের সাতটি মূলনীতির আপনিতো অবিশ্বাসী কাফির হিসেবে পরিগণিত। হ্যাঁ সকলেই জানি মহান আল্লাহ তায়ালা ক্ষমাশীল। একজন কাফিরকে আল্লাহ তায়ালা নিশ্চয়ই ক্ষমা দিবেন এতো নিশ্চিত হলেন কিভাবে একটিতেও মহান আল্লাহ তায়ালাকে নন। ভয় মূলত ফেমাসিটি হারাবার,religious,287
এদেশের মানুষ অত্যন্ত ধর্ম এরকম সহ্য ধর্মে আঘাত আসে ভিরু কথা সহ্যকরে না।,religious,71
চীনে বিজ্ঞানীরা বলছেন করোনা ভাইরাস সাবধান থাকতে প্রতিদিন হাতপামুখ ধুতে বছর প্রত্যেকটা অঙ্গ প্রত্যঙ্গ সাধ্যমত নাড়াচাড়া হবে।অথচ তাগিদ হয়রত হযরত মুহাম্মদ সাঃ শত শরীরের দিয়ে গেছেন।প্রতিদিন ৫ ওয়াক্ত নামাজের তাগিদ চিন্তা দেখেন ৫ ওয়াক্ত নামাজ পড়লে প্রতিদিন কতবার হাত পা মুখ ধুতে শরীরকে কতবার নাড়াচাড়া হয়।এই জন্যই সকল বিজ্ঞানীর সেরা বিজ্ঞানী হলো প্রিয় নবী মহানবী মুহাম্মদ সাঃ,religious,368
চীনে বিজ্ঞানীরা বলছেন করোনা ভাইরাস সাবধান থাকতে প্রতিদিন হাতপামুখ ধুতে শরীরের প্রত্যেকটা অঙ্গ প্রত্যঙ্গ সাধ্যমত নাড়াচাড়া হবে। তাগিদ মহানবী মুহাম্মদ সাঃ শত বছর দিয়ে গেছেন। প্রতিদিন ৫ ওয়াক্ত নামাজের তাগিদ চিন্তা দেখেন ৫ ওয়াক্ত হযরত পড়লে প্রতিদিন কতবার হাত পা মুখ ধুতে নামাজ শরীরকে কতবার নাড়াচাড়া হয়। জন্যই সকল বিজ্ঞানীর সেরা বিজ্ঞানী হলো প্রিয় নবী হয়রত মুহাম্মদ সাঃ,religious,364
পুরো পরিবার নাস্তিক।,religious,20
নাস্তিক পরকালে বিশ্বাস ঈশ্বরের বিচার মানে,religious,41
সাফা কবিরের সমালোচনা আছে। থাপড়ানো উচিত। বিপুল সংখ্যাগরিষ্ঠ মানুষের অনুভূতিরে আঘাত কথা অপরাধ। আইনগতভাবে অপরাধ। মত প্রকাশের অধিকার নয়। সাহস এসব কথা বলছে না। স্রেফ ইসলামোফোব ঘৃণা চর্চায় জায়গা বলছে পরকালে বিশ্বাস না। কথাটা একটু খোলামেলা দেখবেন একথা স্বীকার না। ধরেন মুক্তিযুদ্ধে নিহতদের শহীদ পরকালীন ব্যাপার শেখ মুজিব শহীদ হইছে এইটাও পরকালীন মৃত্যুর পরের জীবন ছাড়া শহীদ বলার মানেই ইতর সাফা কবির পারবে যেহেতু পরকালে বিশ্বাস সেহেতু এসব মুক্তিযোদ্ধাদের শহীদ হওয়াতেও বিশ্বাস বাপেও বলবে না। বাক স্বাধীনতা প্রগতিশীলতা নাস্তিকতার বড়াই না। চেতনা বুঝিয়ে দেবে পাবলিকলি বদমায়েশি মজা কি। ইসলাম মুসলমানকে আঘাত জবাবদিহি এসব কীটকে বড় হয়। মূলত দাসী। যাই সাফার সমালোচনাকারীদের সমালোচনা বেকুব। ক্রিমিনালকে সমালোচনা একথা প্রতিবাদকারীদের সমালোচনা করে। হীনমন্য তারা।,religious,743
হাই আসিফ মহিউদ্দিন সাহেবের মুরিদ সাইন্টিজমে আক্রান্ত যেদিন আপনাদের ডারউইনিয়ান ইভল্যুশন এক্সপেরিমেন্টাল প্রমাণ হাজির সেদিন বিশ্বাসীরা আপনাদের বস্তুবাদকে মেনে নিবো। আপনাদের ডারউইনিয়ান ইভল্যুশন গল্প গ্রিক মিথোলজিকেও হার মানায় যাইহোক ভালো থাকুন হ্যাঁ আপনারা সময় আইন্সটাইনকে অজ্ঞেয়বাদী প্রমাণে উঠে পড়ে লাগেন আপনাদের নাস্তিক্য ডট কম বহুত ইসলামবিদ্বেষী ওয়েবে ঢুকলে সেসব চোখে পড়ে “’ ’ ’ পারবেন,religious,385
নাস্তিক চাই না। লাইভে,religious,21
অভিনেত্রী সাফা কবির পরকালে বিশ্বাস মানুষ হঠাৎ তারকা ধর্ম ভুলে,religious,61
কিভাবে জন্ম নিয়েছেন আপনাকে সৃষ্টি পরকাল ঘোষণা আপনাকে বুঝতে বিরক্ত করছে।,religious,72
নাস্তিকের মুখের সাথে খাপ খায় না।,religious,33
তিন পেলে জুতার মালা গলায় দিয়ে তোরে রাস্তার মোড়ে দাড়করায় কোথা রাখতামনাস্তিক কার।,threat,79
একজন নাস্তিক মাগি।,religious,18
লটির নাস্তিক বেটি ব্যাশা মাগি জন্মেন তোর বাবা মার তুই চারোজ সন্তান,religious,66
নাস্তিকদের তসলিমা নাসরিনের পতিতার দেশ জুতা বের আনা।,threat,51
জাহিদ খানকে জুতার মালা পরতে ঘুরে বেড়াতে মানুষ চিনতে পারবে।,threat,59
জনগণের টাকা মেরে দেশে মুসলমানরা ভাল প্রমাণ লক্ষ্য টাকা ভারত দেশের খারাপ সুনাম করবে।,religious,83
বললাম সাথে সংঘাতে জড়াতে চাই পুরো উল্টো বিবৃতির স্ট্যাটাস বললো ধর্ম ক্ষমা চাওয়াটা গৌণ,religious,86
একজন নাস্তিক নাস্তিকদের বাংলার মাটিতে বিচার উচিত।,religious,49
ভুয়া খবর দিয়ে বর্তমান ভোট চুরের চাঁন বুলাতে খবর হঁবে,threat,52
তোর মুখে বাড়ি হারামজাদি জুতার,threat,30
আল্লাহ গুনাহ মাফ ব্যক্তিকে কাফির গুনাহ কখনো ক্ষমা না।,religious,53
মত একজন নাস্তিক বিশ্বাস না।,religious,27
নাস্তিকতা পাপপূর্ণ সিমাবদ্ধ চলতে মিডিয়ার মানুষকে বিভ্রান্ত ২১ ডেকে এনে নাস্তিকতার প্রশিক্ষণ কেন্দ্র । দলেরপরিধি বড় । পৃথিবীর রাখবেন মানুষকে নাস্তিক বানাতে পারবেন নাস্তিকতা মিডিয়াতে প্রকাশ । আপত্তি । যেহেতু আপনারাসংখায় কম মানুষের ধর্ম মিডিয়া গুলোতে বাঁজে মন্তব্য । মানুষ পাপিষ্ট হয়ে কাছেই বিচার ক্ষমতা হারিয়ে ফ্যালে । হয়তো আপনিও হরিয়ে ফেলেছেন । নিস্পাপ মুসলমানরা হারায় । মানুষ সবাই মত নাস্তিক মনের বলবেন মেনে নেবে ।,religious,414
স্বাভাবিক জ্ঞানে আসেনি হয়ত বুঝতে পারেনি বলছে নাস্তিক অবশ্যই নাস্তিক অবশ্যই সিরিয়াস ইসলাম গ্রহণ করবে।,religious,102
হাতে অবিশ্বাস দূর পেরেছি ক্ষমা বলেছে ভক্তদের হৃদয়কে নাড়া যাচ্ছে। সাপা কবির ফকির।,religious,82
একটা প্রথমআলো মানুষ ডিজিটাল ভাল নাস্তিক খুঁজে পায় আর।,religious,53
বিশ্বাস বাবামা দেখেছেন বিশ্বাস বাবামা দেখিয়েছেন ভুল বাবামায়ের পাপের জন্ম দিয়েছেন।,religious,84
নাস্তিকদের পাথর মেরে হত্যা উচিত।,religious,32
আসল কথা প্রত্যেকটা সন্তানেই ফিতরাতেরইসলামওপর জম্মগ্রহণ পিতা মাতাই পারবে ইহুদী খৃষ্টান নাস্তিক বানায়। রাসূল সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম আল্লাহ তোমাদের স্ত্রীর সঙ্গত চাইলে আল্লাহর নামেহে শয়তান দুরে রাখুন মিলনের মাঝে সন্তান নির্ধারিত শয়তান সন্তানকে ক্ষতি হাদীস বুখারী।তাহলে কথা বুঝা যায়সাফা কবিরএর মা বাবা সঙ্গত হয়েছিলতখন মহান আল্লাহ শয়তান ফানা চাই নি সাফা কবির শয়তানে ধরছে।,religious,382
নাস্তিকদের ক্ষমা মুসলমান পরকালে অবিশ্বাস বিরত থাকতে ভয় পাবে শুধুমাত্র মত নাস্তিকদের সম্ভব।,religious,91
ব্যক্তিদের অনুরোধ করব নাস্তিকের ফেন্ডলিস্টে লাইক স্বার্থে নাস্তিকের পাতা লাইকটি সরিয়ে ফেলেননি।,religious,95
নাস্তিকের বেঁচে থাকার অধিকার একটা উচিত।,religious,39
এতো শিহরিত হলাম কথায়। চাপা ছিলো না।যেমনে আল্লাহর ক্ষমা চাও নাস্তিক বংশধররাও এরকম কালিমা আল্লাহর ক্ষমা আশল বিষয় আল্লাহ করবে। আল্লাহ মাফ মইরা মাফ মুসলিম নাস্তিক মানুষ ক্ষমা বুঝলা চিৎ যাও । নাস্তিক মেয়ে ভাব দেখাইয়া পোস্ট করো বিশাল বড় জানলেওয়ালা ওনাকে আল্লাহ তায়ালা মাফ । আসায় থাক মানুষ দের গালি খা। ছি ছি ছি সাফা কবির,religious,321
খানকির বাংলাদেশের পরিস্থিতি কারণে ঈশ্বর গজব নাস্তিকের সন্তান ঈশ্বর ক্ষমা চান।,religious,77
নৈতিক শিক্ষা ফেলে কখনোই নাস্তিকদের কথা পারতেন না। ফ্যামেলি আপনাকে নৈতিক শিক্ষা দেয়নি দেয় ফ্যামিলির। দোষটা কারণেই অবস্থা। শাস্তি ইহকাল পরকাল দুটোতেই রয়েছে। বড় প্রমাণ নিজেই।,religious,171
কিভাবে বিশ্বাস ইসলাম বিরোধী কথা বলার সাহসী ফেসবুকে আসেন ধরনের অবিশ্বাসীর মত কথা বিশ্বাস পরের ঈশ্বরের ক্ষমা মজার ব্যাপার।,religious,120
বাবা একজন মুরগি চোর নাস্তিকসাফা মডেল নাস্তিক।,religious,45
সকলের নাটক বয়কট,threat,15
জন্মের সময় বাবা হিন্দু ঈশ্বর জানেন মত কানকিরা কখনো ঈদের নামাজ পড়ে কিনা।,religious,73
চলচ্চিত্র জগৎ সাফা কবিরকে হঠাৎ পাঁচ ওয়াক্ত নামাজে সাফার ব্যক্তিগত মতামত স্বর্গ নরকে চল যাই ভাই ইশার প্রার্থনায় যাই,religious,116
মুরাদ নিচ্চয় নাস্তিক তুই,religious,24
নাস্তিকই নই বেদিনকে কবরে কবর দেব।,religious,33
দেশ বের যাও নাস্তিক।,religious,20
মুরখের মত অপমান আসলেই ইসলামপন্থী নবী ইহুদি নাস্তিকদের মা আনি টাইপ গালিগালাজ বলছেন,religious,81
আল্লাহুকে দেহ পেয়ে সুন্দর ভুলে ঈহুদি ফেরাউন নমরুদ দের কাজআপনি কথা,religious,65
ঈশ্বর জগতের মূল মশার ডানার হতো অবিশ্বাসী নাস্তিককে এক প্রবেশ জল হত্যা করতাম না।,religious,79
প্রচলন। বংশধর। নাস্তিকের মুর্গির ভাষা,religious,37
মুসলমান দাঙ্গা লাগানো ব্যাপার।,religious,30
দ্বিতীয় মন্তব্য ভেসে আসছে মন্তব্য নাস্তিক।,religious,43
জুতা দিয়া মাগির জায়েদ খানকে পুত বাইরা,threat,37
নাস্তিক আসুক তুর গযব,religious,20
তোর মতন নাস্তিকের না। নাটক দেখমু,religious,32
না। নাস্তিক তুই বিশ্বাস পরকাল করিস কিরে আল্লাহর বিচার চাস কেনো,religious,62
যাক কথায় অটল থাকলেননাস্তিক। ঘুরেফিরে স্বাধীনতা কারো ধর্মানুভূতিতে আঘাত দিবেননা।,religious,79
মাগির নাটক শেষ নাস্তিক গেছে।,religious,28
পুরো নাস্তিকদের প্রার্থনা ঈশ্বর নির্দেশনা গজব ধ্বংস করেন।,religious,57
জমিনে নাস্তিক তুর থাকার অধিকার বাংলার,religious,37
ভিডিও দেখছেন সবাই নাস্তিক সরকারের শাস্তির আহ্বান জানিয়েছেন।,religious,60
সালমান আনলাইক সবাই মুক্তাদিরের আনফলো দিন।,threat,41
নাস্তিকদের বৃদ্ধিকে সাইন না।,religious,28
পরকাল সাফা কবির পরকাল একদম বিশ্বাস নাউযুবিল্লাহ। আরো দেখেন বিশ্বাস প্রশ্ন মায়ের জন্মেছেন বস্তু জন্মেছেন দেখেছেন কিভাবে বিশ্বাস করেন।আর অভিনেত্রী বিশ্বাস করবেনই কিভাবে পরকালের সম্পর্কে জানতেন না।এখন পেশায় থাকতেন না।কোথা এসব বেজন্মা লোকজন বাংলাদেশের মত মুসলিম দেশে ধরনের কথা বলার সাহস পায়। আল্লাহআপনাকে হেদায়েত দান করুন।আমীন।,religious,323
মিডিয়ার মানুষ নাস্তিক চরিত্রহীন ধর্মের অনুসারী প্রচার পারবেন প্রচার মুসলিম দেশে ফাজলামি পাবেন হালার বেশ্যার দালালরা ছাফা কবিরের সহানুভূতিশীল সবাইকে জুতা মারা উচিত।,threat,164
কিনা বাবার জরম দেকছে কিনা,religious,25
পরকালের বিশ্বাস করো একজন নাস্তিক।,religious,33
মানুষ ভাবছে গালি পারছে সওয়াব কুড়াচ্ছে।প্রত্যেক মানুষ ধর্মীয় বিশ্বাস আলাদা।আপনি ওনাকে সুন্দর বোঝাতে পারেন।ধর্মে সত্যকেন বিশ্বাস সেটার সুন্দর যুক্তি স্থাপন পারেন।কারণ যুক্তি দেয়ার মত গালাগালি এভাবে একটা মানুষ অসম্মান অধিকার নাই। উগ্র নাস্তিক ধর্ম কটু কথা ঠিকই কস্ট পানরাগ আরেকজন অনুভূতিতে আঘাত করছেনগালি অভদ্রতার পরিচয় নাআপনা দের মানুষিকতায় সমস্যা।।উনি কারো ক্ষতি করেনি আঘাত বলেনি সমস্যা কোথায়আপনি দাওয়াত পারেন।ধর্মের পথে যুক্তি দেখাতে পারেনপরকালের যুক্তি দেখাতে গালাগালি চাইলে,religious,475
তুই একটা নাস্তিকের ঔরসজাত নাস্তিক এইটার সন্দেহ নেই। তুই এখনো বলছিস ভুল থাকি তোর সন্দেহ সমাজ তুই ভুল করিস নেআবার বলছিস কারো বিশ্বাসে আঘাত তোকে বলিনি উদ্দেশ্য বলছিস জাতি এইতো ফেসবুক প্রোফাইল হ্যাক তোর কথা অত্যন্ত বাজে ভাষায় আক্রমণ কথা বলছিস শোন তোর ভাষায় আক্রমণ দরকার ভাষা বর্তমান জানেনা ভাষা জানে তোর বেয়াদব যেগুলো গুলা। সর্ব শেষ আল্লাহ্ তোর দোয়া রইল আল্লাহ্ তোর হেদায়েত দান করুক। আমিন।,religious,388
তদের গজব আল্লাহ আসবে লটানো কর মিতুা অপেক্ষা ভাল,religious,47
দুদু খাও ভেবে দেখো বলছো একজন নাস্তিক।,religious,37
সবচেয়ে বড় ভুল বাবামা ইসলাম সম্পর্কে পারতেন মেয়ে নাস্তিকরা পরকাল সম্পর্কে কথা বলত বাবামা নাস্তিক কারণে ধরনের কথা সাহস করতেন না। প্রকাশ্যে সৌদি আরবের বেতের বাড়ি পারতেন জানতেন ইসলাম সম্পর্কে নাস্তিকদের জুতা মারা সবচেয়ে ভালো প্রকাশ্যে বেতের বাড়ি পারতেন বলতেন ইসলাম সম্পর্কে নাস্তিকদের ভালো মেয়ে নাস্তিকরা পরকাল সম্পর্কে পারতেন বাবামাতাবের কথা বলতেন ধরনের কথা পারতেন বাবামা নাস্তিকদের কথা বলতেন বাবামা নাস্তিকদের কথা বলতেন ধরনের কথা বলতেন ধরনের কথা বলতেন বলতেন কথা বলতেন হত্যা ভালো প্রকাশ্যে টা বেতের বাড়ি দেয়া ভালো ভালো ইসলাম সম্পর্কে বলতেন,threat,545
পরিবার নাস্তিকরা।,religious,17
ফ্যামিলা একজন নাস্তিক।,religious,22
মুসলিমের ব্যাপার বাবা একজন নাস্তিক মেয়ে বলে।,religious,45
বালকটির কুখ্যাত নাস্তিক আসাফ মহিউদ্দিন লাই বাহ বাহ বাহ,religious,54
তোর নাস্তিক জাগায় বাংলাদেশে,religious,27
কুত্তী মা পরকাল বিশ্বাস ঈশ্বর বিশ্বাস একজন নাস্তিকের সন্তান আসতে নাস্তিক পরিবারের সদস্য।,religious,88
খানকির হবে।,threat,11
দান গরূ মেরে জুতা,threat,17
নাস্তিকের আবির্ভাব ঘটেছেএটা বয়কট অবস্থানে আছে।,religious,47
সাফা নিউটন একজন নাস্তিক।,religious,24
নাস্তিক ঈশ্বরের ভৃত্য প্রার্থনা গ্রহণ অভিশাপ ঈশ্বর খুশি,religious,55
জুতার ইমো ভাই ধার দাও নাস্তিকের মুখে কয়েকশ জুতা।,threat,49
খারাপ বোধ কারন সবাই জানেন নাস্তিক সবাই শর্ট ফিল্মের মতামত কমিয়ে দিচ্ছেন মিথ্যা বলছেন ক্ষমা প্রার্থনা কারন সারা জীবন ঈশ্বরকে বিশ্বাস করেননি হাতে খারাপ ঈশ্বরকে বিশ্বাস,religious,166
একটু ভুল সেলিব্রিটিদের কথা ভাতারি জানতেন এতদিন লাভ তেল বাশ দেবে নাস্তিক জায়া অবিশ্বাসী হোন পাবলিক প্লেজে বলছেন,religious,111
এক দিক নাস্তিক পোস্টে ভালো হয়েছেকিন্তু ভুল বোঝার ধন্যবাদ ভবিষ্যতে বুঝতে পারবেন কথা বলবেন।,religious,90
তুই তোহ তুই নাস্তিক বেডি তোহ আল্লাহকে কিনা সেহেতু আল্লাকে বিশ্বাস করস দেখস সন্দেহ।।।।ফেমাসহতেচাওতাইনাহ।।।,religious,105
কিভাবে বিশ্বাস বাবা পরকাল দেখেছেন জানেন বাবা শাহরিয়ার কবির ওরফে মুরগী কবির নামে পরিচিত বাবা পাকিস্তান আমলে পাকিস্তানিদের মুরগী সরবরাহ করতেন নাস্তিকের বাচ্চা নাস্তিক।,religious,166
দৃষ্টি প্রতিবন্ধীদের পৃথিবীর দৃশ্যমান পরকালের বিশ্বাসহীন নাস্তিক নাস্তিকদের বড় পার্থক্য,religious,88
এিসমাস খ্রিস্টান,religious,16
বাবা তুমিতো দেখনা তাইবলে বিশ্বাসকরনা বলারকিছুইনাই ফুলের সুগ্নী ব্যাথা এইগুলো বিশ্বাস করকিনা আল্লাহকে দেখাযায়নাবলে আল্লাহকে বিশ্বাসকরনা আল্লাহর নিদর্শআছে আল্লাহকেছেনাটমত যদীতুমি কোপালপোড়াহও তোমারজন্য হাওয়া দোয়া থাকল আল্লাহযেন তোমাকে হেদায়েত দানকরেন পাগলনাকরেন।,threat,259
বৈশাখ দুইটা থাকতে পহেলা বছরে পালন করব ঈদ নাস্তিকের কথা,religious,54
কয়েকদিন সাপাকে দেখতাছি লিখতে বাদ্য হলাম।কে সাপা কবিরআমরা চিনতামনা।এখনতো সারা বাংলায় হয়ে গেল।আমার এলিট হওয়ার এলিট একটা পলিটিক্স।।এখন মাতামাতি বোকা ছাড়া কিছুইনা।সে বাকাওয়াজ।তাই নাস্তিক অন্যকিছু।সেটা মাথাব্যথার কারন নেই।সমস্ত কিছুর পয়সালা মহান রাব্বুল আলামিন আল্লাহতালাই দিবেন।,religious,274
মহিলাটি অবশ্যই একজন বড় নাস্তিক একজন চক্রান্তকারীর ভাড়া পতিতা মহামারী চলাকালে প্রতারণা শিশু বুঝতে পারছে করোনা ভাইরাস মহিলা পোস্ট কারিকে আক্রান্ত শাস্তি উচিত।,religious,158
ত্রিপুরা ভাই ফিল্মে ভারতের নায়ক তারে জুতা দেখলে রাখত তারে হাসি রাখতে পারিনা,threat,75
বিয়ে করছ হারাম সন্তান হারাম সার্ভিস নরকী।,religious,42
সংসার । একজন কর্তা লাগে পৃথিবী চালানোর জন্যও বোঝে কর্তা সহজ কথাটা এক চালানোর বুঝেও আলোচনায় আসার নাস্তিক সাজে ।,religious,110
সন্তান নাস্তিকের আগমন। তরে বাল্লাগেনা। মেয়ে। জারজ নাস্তিক তুই,religious,61
নুসরার শেষসাফা কবিরের বাংলাদেশসাফা সাফাশাহ একজন নাস্তিক আফা।,religious,60
কয় বাচ্চা নাস্তিকের,religious,19
নাস্তিকের নাটক বন্ধ গেছে।,religious,25
আপনাকে নোংরাভাবে বলব পরকালে বিশ্বাস তোমাকে খারাপ বলি কাল কেয়ামতের সম্ভব আপনাকে প্যারাডক্সিকাল সাজিদ১ প্যারাডক্সিকাল সাজিদ২ উপহার দেব ভালো থেকো আশা ঈশ্বর আপনাকে অজানা প্রশ্নের দেবেন আমিন।,threat,187
লেখক সাইটের সবাই ভিজিটর নাস্তিক,religious,31
বাস্তবিকই নাস্তিক নিকৃষ্ট। যোগ্য হত্যার জান্ত পুড়িয়ে মারা কাপের চেয়ে নাস্তিকদের,religious,79
আপু আফনি আফনার পুতকির কানা পান দেখেই বিসসাস বাচ্চা এক আছে।। পুতকির কানা টা সালি কুত্তি নাস্তিকের,religious,96
সবাই নাস্তিকের বাচ্চাকে হাসাহাসি করে।,religious,37
সবাই নাস্তিকের ছেলে রে আনফলোকে ধরে।,religious,35
সৃষ্টিকর্তা মহান গালে আল্লাহব্লগার মানে নেশায় আসক্ত হয়ে চাইবে লিখবে মন ব্লগারদের জুতা মারি গালে পবিত্র,threat,102
একজন মুসলিম মেয়ে হিসেবে ধরনের কথা বলার সাহস আপনাকে দেশ তসলিমা নাসরিনের ঘাড় বের রমজান আসছে পরিবারের সবাই একসাথে উপবাস করবে।,religious,124
দেহ বিক্রি খানকি পতিতাদের পরকাল সম্পর্কে জানার কথা নানামের পাশে মুসলমানদের নাস্তিক হিসেবে পরিচয় দেবেন,religious,102
চলমান জীবনে ভুল হওয়াটাই স্বাভাবিক।কাউকে নাস্তিক আল্লাহ্ নাস্তিক বলেছিল একটু ভাবার দরকার ছিল। আপনিতো মুসলমান নিয়োমিত ৫ ওয়াক্ত বুকে পড়েন। কালেমা সবগুলো জানেন। নামাজ হাতরেখে বাংলাদেশের লোক সবগুলো জানেন না। দুখের বিষয় সহজেই নাস্তিক বলেফেলেন।সাফা কবির ভুলের মহান বলার তাআলার ক্ষমা চেয়ে নিয়েছেন। বাজে মন্তব্য করাটা না।,religious,312
নাস্তিকদের বইয়ে আরেকটা নাম যুক্ত হয়েছে।,religious,41
আল্লাহ দান হেদায়েত নাস্তিককে করুন আমিন,religious,38
যাজাকাল্লাহ ছার দের টী পাঠিয়েছিলাম দয়া দেখতেন য়ে আল্লাহ তালা কিজানি জাহান্নাম বাচার পথ খোলে দিতেন নাহলে জাহান্নামী সংগী হয়ে যাব ছার,religious,131
রেখেছে জন্যেইত আল্লাহ জাহান্নাম রেডি চিন্তা করেননা,religious,50
নাস্তিক আগের কথায় প্রমাণিত হয়েছে। মানুষকে বোকা বানাতে ঈশ্বর সময় আছে।,religious,71
সাফা প্রস্টিটিউট কবির তোমারে সবাই নাস্তিক হেট ইউ,religious,48
মুরগী কবিরের মাইয়া নাস্তিকতুই দিয়েছিস পানি পরকাল বিশ্বাস করছ নাকারণ তুই যেটা দেখিছ বিশ্বাস করছ না।তুই শুনেছিস তোর বাবা তোর মাকে বিয়ে তুই দেখিস তোর বাবা মা একসাথে রাতে ঘুমাতেহতে জন্ম বাবার নাপাক তুই তুই আসিস নি যেহেতু তুই চোখে দেখিস নাই।তার মানে তুই তোর জন্ম টেনশনে আছত তোর বাবা সত্যি তোকে তোর দিয়েছে নানাকি তুই কারো অভারটাইমের ফসল তুই,religious,334
তোমাকে জুতা মেরে ফেলব মাগি।,threat,27
নাস্তিক বলছে অনি রংগ অনি,religious,24
